paper_key	claim_key	target_label	comparison_label	comparison_curie	provenance	exact	target_key
hca:0462_10.1038_s41586-023-06311-1_b735ac2f93	hca:0462_10.1038_s41586-023-06311-1_b735ac2f93:claim:f0f218e94fb3c90a5857	pacemaker cell	atrial cardiomyocyte	CL:0000746	explicit	0.0	pacemaker cell
hca:0464_10.1126_science.aat5031_cfde7f776b	hca:0464_10.1126_science.aat5031_cfde7f776b:claim:47f2f2587676ecbaf3f3	pelvic epithelium	proximal nephron epithelium		explicit		pelvic epithelium
hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941:claim:1f7b16d8d5a294b2fc21	monocyte	macrophage	CL:0000235	explicit	1.0	monocyte
hca:0471_10.1038_s41467-019-11947-7_0514f87944	hca:0471_10.1038_s41467-019-11947-7_0514f87944:claim:0e4344600d02d35df862	natural killer cell	other lineage		explicit		natural killer cell
hca:0471_10.1038_s41467-019-11947-7_0514f87944	hca:0471_10.1038_s41467-019-11947-7_0514f87944:claim:baf592a30eba81d85b40	adaptive natural killer cell	natural killer cell subset	CL:0000623	explicit	0.0	adaptive natural killer cell
hca:0475_10.1101_2021.07.19.452956_e30bf05aad	hca:0475_10.1101_2021.07.19.452956_e30bf05aad:claim:b89d67241f2eecad23e6	T cell	large intestine		explicit		t cell
hca:0475_10.1101_2021.07.19.452956_e30bf05aad	hca:0475_10.1101_2021.07.19.452956_e30bf05aad:claim:b89d67241f2eecad23e6	T cell	small intestine		explicit		t cell
hca:0476_10.1126_science.abl4896_6d8fed9731	hca:0476_10.1126_science.abl4896_6d8fed9731:claim:4519b15ed339688fead9	T cell	small intestine		explicit		t cell
hca:0477_10.1172_jci157338_273d70a217	hca:0477_10.1172_jci157338_273d70a217:claim:0f07c0ed4cce8fe789f6	idiopathic pulmonary fibrosis type 2 alveolar epithelial cell	healthy type 2 alveolar epithelial cell	CL:0002063	explicit	0.0	idiopathic pulmonary fibrosis type 2 alveolar epithelial cell
hca:0477_10.1172_jci157338_273d70a217	hca:0477_10.1172_jci157338_273d70a217:claim:90ecf19ab20332446e7e	EpCAM-positive epithelial cell	EpCAM-negative mesenchymal cell	CL:0008019	explicit	0.0	epcam positive epithelial cell
hca:0477_10.1172_jci157338_273d70a217	hca:0477_10.1172_jci157338_273d70a217:claim:f95424b3940796974db3	ZIP8-negative type 2 alveolar epithelial cell	ZIP8-positive type 2 alveolar epithelial cell	CL:0002063	explicit	0.0	zip8 negative type 2 alveolar epithelial cell
hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388:claim:2c32d08b0e710bca458c	kidney resident macrophage	macrophage	CL:0000235	explicit	1.0	kidney resident macrophage
hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388:claim:65eb0a1859cb4c8cda3b	CD8-positive T cell cluster CT4	cytotoxic T lymphocyte	CL:0000910	explicit	1.0	cd8 positive t cell cluster ct4
hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388:claim:e9fe9901c5f48162a83f	interferon-stimulated gene-high CD4-positive T cell	T cell	CL:0000084	explicit	1.0	interferon stimulated gene high cd4 positive t cell
hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388:claim:fca314462edd41f61b3a	tissue-resident CD56-bright CD16-negative natural killer cell	CD56-dim CD16-positive natural killer cell	CL:0000623	explicit	0.0	tissue resident cd56 bright cd16 negative natural killer cell
hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39:claim:1d0d922f2d03cdf5e6bd	mesoderm-like cell	myoblast-like cell	CL:0000056	explicit	0.0	mesoderm like cell
hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39:claim:1d0d922f2d03cdf5e6bd	mesoderm-like cell	myocyte-like cell	CL:0000187	explicit	0.0	mesoderm like cell
hca:0490_10.1038_nsmb.2660_4e6a41d8b9	hca:0490_10.1038_nsmb.2660_4e6a41d8b9:claim:219890f8f0a2ccef278c	trophectoderm cell	epiblast and primitive endoderm cell	CL:0000223	explicit	0.0	trophectoderm cell
hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b:claim:dc1a055da771648ca907	Secretory4 mucous-like cell	goblet cell	CL:0000160	explicit	1.0	secretory4 mucous like cell
hca:0498_10.1038_s41598-017-11044-z_4cb11e808c	hca:0498_10.1038_s41598-017-11044-z_4cb11e808c:claim:0f5afc08bb805a923ee0	female embryonic cell	male embryonic cell	CL:0002321	explicit	0.0	female embryonic cell
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:10d7920b8c9e24f1b3b5	melanocyte cluster C3	pigmented cell cluster C14		explicit		melanocyte cluster c3
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:4be2e9a83cbd830e9a0a	macrophage cluster C4	macrophage cluster C24	CL:0000235	explicit	0.0	macrophage cluster c4
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:56c80211b92263052c6d	oligodendrocyte cluster C2	oligodendrocyte cluster C0	CL:0000128	explicit	0.0	oligodendrocyte cluster c2
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:60386cac2dd1d5c55f96	astrocyte cluster C12	astrocyte cluster C1	CL:0000127	explicit	0.0	astrocyte cluster c12
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:7638fd30f3462db80764	astrocyte cluster C1	astrocyte cluster C12	CL:0000127	explicit	0.0	astrocyte cluster c1
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:8359f300ff720d4076ab	pigmented cell cluster C14	melanocyte cluster C3	CL:0000148	explicit	0.0	pigmented cell cluster c14
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:9071928ec5378619128e	premyelinating oligodendrocyte	oligodendrocyte precursor cell cluster C13	CL:0002453	explicit	0.0	premyelinating oligodendrocyte
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:9bdeb571eb9d9f4de61b	myelinating Schwann cell	nonmyelinating Schwann cell	CL:0000218	explicit	0.0	myelinating schwann cell
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:b24eeaf9ed26d704cf17	macrophage cluster C24	macrophage cluster C4	CL:0000235	explicit	0.0	macrophage cluster c24
hca:0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904:claim:b4e5e930d8f52d14cfd0	oligodendrocyte cluster C0	oligodendrocyte cluster C2	CL:0000128	explicit	0.0	oligodendrocyte cluster c0
hca:0501_10.1126_sciimmunol.abb8786_1f1edec8bd	hca:0501_10.1126_sciimmunol.abb8786_1f1edec8bd:claim:b1838cc82e312ed9e449	clonally expanded CD8 T cell	unexpanded CD8 T cell	CL:0000625	explicit	0.0	clonally expanded cd8 t cell
hca:0502_10.1016_j.xcrm.2024.101556_a84a219a11	hca:0502_10.1016_j.xcrm.2024.101556_a84a219a11:claim:9e8e2c1dcb8cf3bde09e	endocardial endothelial cell	vascular endothelial cell	CL:0000071	explicit	1.0	endocardial endothelial cell
hca:0502_10.1016_j.xcrm.2024.101556_a84a219a11	hca:0502_10.1016_j.xcrm.2024.101556_a84a219a11:claim:bf6542278184d08665ed	vascular endothelial cell	endocardial endothelial cell	CL:0002350	explicit	1.0	vascular endothelial cell
hca:0505_10.1126_scitranslmed.abh2624_475f0b05e7	hca:0505_10.1126_scitranslmed.abh2624_475f0b05e7:claim:12e9338ab8d88e8dd7d5	nonclassical monocyte	healthy control		explicit		nonclassical monocyte
hca:0505_10.1126_scitranslmed.abh2624_475f0b05e7	hca:0505_10.1126_scitranslmed.abh2624_475f0b05e7:claim:221b8b130a6ec60572bd	natural killer cell	healthy control		explicit		natural killer cell
hca:0505_10.1126_scitranslmed.abh2624_475f0b05e7	hca:0505_10.1126_scitranslmed.abh2624_475f0b05e7:claim:3ccc3f3f98193bf2af87	classical monocyte	healthy control		explicit		classical monocyte
hca:0505_10.1126_scitranslmed.abh2624_475f0b05e7	hca:0505_10.1126_scitranslmed.abh2624_475f0b05e7:claim:ed93acb125b1e3ebcb9d	conventional dendritic cell	healthy control		explicit		conventional dendritic cell
hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86:claim:7e029ac3548fb7f4cbe9	colonic T peripheral helper cell	regulatory T cell	CL:0000815	explicit	1.0	colonic t peripheral helper cell
hca:0508_10.1016_j.devcel.2022.07.004_cfe769c9cf	hca:0508_10.1016_j.devcel.2022.07.004_cfe769c9cf:claim:1a0d85a3b260ad25ca88	major interstitial fibroblast	periurothelial fibroblast	CL:0000057	explicit	0.0	major interstitial fibroblast
hca:0508_10.1016_j.devcel.2022.07.004_cfe769c9cf	hca:0508_10.1016_j.devcel.2022.07.004_cfe769c9cf:claim:ad022a1320b340bdc237	periurothelial fibroblast	major interstitial fibroblast	CL:0000057	explicit	0.0	periurothelial fibroblast
hca:0511_10.1016_j.jcmgh.2020.12.014_7220e03ee7	hca:0511_10.1016_j.jcmgh.2020.12.014_7220e03ee7:claim:07f6b2e14edf7ea5add3	nitrergic myenteric neuron	NOS1-negative myenteric neuron	CL:0000540	explicit	0.0	nitrergic myenteric neuron
hca:0511_10.1016_j.jcmgh.2020.12.014_7220e03ee7	hca:0511_10.1016_j.jcmgh.2020.12.014_7220e03ee7:claim:7957109074166fd70b27	nitrergic neuron	non-nitrergic neuron	CL:0000528	explicit	0.0	nitrergic neuron
hca:0511_10.1016_j.jcmgh.2020.12.014_7220e03ee7	hca:0511_10.1016_j.jcmgh.2020.12.014_7220e03ee7:claim:82ecc6dd68fa7b3d0c10	non-nitrergic neuron	nitrergic neuron	CL:0000528	explicit	1.0	non nitrergic neuron
hca:0511_10.1016_j.jcmgh.2020.12.014_7220e03ee7	hca:0511_10.1016_j.jcmgh.2020.12.014_7220e03ee7:claim:84d3e125172bc83460cb	NOS1-negative myenteric neuron	nitrergic myenteric neuron	CL:0000540	explicit	0.0	nos1 negative myenteric neuron
hca:0512_10.1016_j.gastha.2022.12.004_3866b352db	hca:0512_10.1016_j.gastha.2022.12.004_3866b352db:claim:c9b72cc07145751b03d6	smooth muscle cell	platelet-derived growth factor receptor alpha cell	CL:0000171	explicit	0.0	smooth muscle cell
hca:0512_10.1016_j.gastha.2022.12.004_3866b352db	hca:0512_10.1016_j.gastha.2022.12.004_3866b352db:claim:ea9993174b64e8aae382	platelet-derived growth factor receptor alpha cell	smooth muscle cell	CL:0000192	explicit	1.0	platelet derived growth factor receptor alpha cell
hca:0515_10.1084_jem.20201189_d8d9a9e257	hca:0515_10.1084_jem.20201189_d8d9a9e257:claim:468921506daed30540bf	double-positive αβγδ T cell	single-positive T cell	CL:0000084	explicit	0.0	double positive αβγδ t cell
hca:0515_10.1084_jem.20201189_d8d9a9e257	hca:0515_10.1084_jem.20201189_d8d9a9e257:claim:811cb2cb2dd2234a1e6b	single-positive T cell	double-positive αβγδ T cell	CL:0000084	explicit	0.0	single positive t cell
